loan_status,recoveries,total_pymnt,total_rec_int,total_rec_late_fee,total_rec_prncp,loan_amnt,term,int_rate,sub_grade,installment,issue_d,annual_inc,emp_length,emp_title,dti,verification_status,purpose,home_ownership,addr_state,zip_code,avg_cur_bal,delinq_2yrs,delinq_amnt,earliest_cr_line,inq_last_6mths,open_acc,open_il_12m,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_tl_90g_dpd_24m,percent_bc_gt_75,pub_rec,pub_rec_bankruptcies,revol_bal,revol_util,tax_liens,tot_cur_bal,tot_hi_cred_lim,total_acc,total_bal_ex_mort,total_bc_limit,revol_bal_joint,annual_inc_joint,dti_joint,verification_status_joint,dti_joint,loan_id
Charged Off,359.61,1683.72,367.66,0.0,956.45,2600.0, 36 months, 13.67%,C3,88.45,Apr-2016,40000.0,2 years,Purchasing Agent,4.65,Source Verified,credit_card,MORTGAGE,MI,481xx,347.0,0.0,0.0,Mar-1989,3.0,10.0,0.0,1.0,3.0,6.0,0.0,8.0,10.0,0.0,25.0,0.0,0.0,2783.0,22.8%,0.0,3469.0,14721.0,12.0,3469.0,6800.0,,,,,,76199
Charged Off,9620.0,15004.84,3185.09,0.0,2199.75,17000.0, 60 months, 19.99%,E1,450.31,Apr-2016,50000.0,< 1 year,Sales Account Qualifier,16.87,Source Verified,debt_consolidation,RENT,TX,770xx,3082.0,0.0,0.0,Aug-2001,2.0,9.0,1.0,0.0,3.0,3.0,4.0,7.0,8.0,0.0,66.7,0.0,0.0,6782.0,18.4%,0.0,27734.0,60613.0,12.0,27734.0,31200.0,,,,,,76201
Charged Off,1234.61,13555.97,3314.56,0.0,9006.8,17950.0, 36 months, 14.46%,C4,617.51,Apr-2016,100000.0,3 years,President,15.8,Source Verified,debt_consolidation,RENT,NY,117xx,11639.0,2.0,0.0,Sep-2004,0.0,7.0,0.0,1.0,1.0,6.0,28.0,4.0,11.0,0.0,0.0,0.0,0.0,734.0,18.8%,0.0,81470.0,88761.0,39.0,81470.0,3500.0,,,,,,76202
Charged Off,0.0,5920.42,1543.05,0.0,4377.37,20000.0, 36 months, 11.47%,B5,659.24,Apr-2016,137000.0,4 years,Director,19.99,Verified,debt_consolidation,RENT,CA,957xx,7181.0,0.0,0.0,Dec-1997,2.0,8.0,2.0,0.0,3.0,4.0,7.0,4.0,6.0,0.0,100.0,0.0,0.0,18942.0,86.1%,0.0,57447.0,82439.0,13.0,57447.0,20500.0,,,,,,76203
Charged Off,983.58,10727.39,3030.76,0.0,6713.05,13650.0, 36 months, 17.27%,D2,488.5,Apr-2016,46000.0,4 years,Adjuster/Auditor/Appraiser,26.82,Source Verified,credit_card,MORTGAGE,OK,741xx,17243.0,0.0,0.0,Mar-2009,0.0,8.0,1.0,0.0,3.0,4.0,10.0,4.0,5.0,0.0,33.3,0.0,0.0,4369.0,42.4%,0.0,137942.0,168122.0,16.0,26220.0,8000.0,,,,,,76206
Charged Off,2307.23,15549.88,6113.11,0.0,7129.54,24000.0, 60 months, 15.31%,C5,574.88,Apr-2016,50000.0,9 years,Treatment Coordinator/Marketing,24.44,Source Verified,debt_consolidation,MORTGAGE,FL,338xx,25270.0,0.0,0.0,Apr-2002,0.0,12.0,0.0,0.0,1.0,9.0,7.0,10.0,20.0,0.0,0.0,0.0,0.0,13736.0,57.7%,0.0,202158.0,226501.0,29.0,54979.0,5500.0,,,,,,76049
Charged Off,0.0,10605.99,3674.56,63.38,6868.05,30000.0, 60 months,  9.75%,B3,633.73,Apr-2016,145000.0,10+ years,Vice President,13.13,Verified,credit_card,OWN,VA,231xx,46686.0,0.0,0.0,Feb-2000,0.0,10.0,0.0,0.0,3.0,6.0,14.0,4.0,10.0,0.0,66.7,0.0,0.0,54151.0,91%,0.0,466860.0,510818.0,33.0,87548.0,31500.0,,,,,,76892
Charged Off,1408.06,6090.56,3172.36,0.0,1510.14,11275.0, 60 months, 25.88%,F4,336.78,Apr-2016,85000.0,7 years,Sr. Manager,9.23,Verified,debt_consolidation,RENT,NY,140xx,3399.0,0.0,0.0,Sep-2007,0.0,8.0,0.0,0.0,5.0,5.0,2.0,7.0,7.0,0.0,100.0,0.0,0.0,7505.0,83.4%,0.0,27194.0,31694.0,9.0,27194.0,4100.0,,,,,,76048
Charged Off,649.66,2711.59,561.4,0.0,1500.53,7800.0, 36 months, 11.99%,C1,259.04,Apr-2016,138272.0,10+ years,"Judge, 36th district Court",14.85,Source Verified,major_purchase,OWN,MI,482xx,5154.0,0.0,0.0,Nov-1981,0.0,12.0,2.0,0.0,5.0,8.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,8220.0,28.2%,0.0,61849.0,95610.0,23.0,61849.0,28000.0,,,,,,76036
Charged Off,418.86,2537.32,859.38,0.0,1259.08,4325.0, 36 months, 21.18%,E3,163.35,Apr-2016,57000.0,10+ years,Program Officer,23.22,Source Verified,debt_consolidation,RENT,DE,197xx,10932.0,0.0,0.0,Dec-1991,1.0,7.0,3.0,3.0,2.0,6.0,9.0,3.0,11.0,0.0,0.0,1.0,1.0,11586.0,64.4%,0.0,76525.0,52604.0,21.0,76525.0,12000.0,,,,,,75946
Charged Off,764.34,5344.42,1513.81,0.0,3066.27,10000.0, 36 months, 16.29%,D1,353.01,Apr-2016,61000.0,10+ years,Teacher,16.05,Not Verified,debt_consolidation,MORTGAGE,NM,871xx,12815.0,0.0,0.0,Jan-1999,2.0,9.0,0.0,2.0,4.0,10.0,21.0,4.0,14.0,0.0,0.0,0.0,0.0,1946.0,31.4%,0.0,115338.0,106024.0,41.0,115338.0,6200.0,,,,,,75952
Charged Off,659.84,2406.78,402.76,0.0,1344.18,7800.0, 36 months,  9.75%,B3,250.77,Apr-2016,80000.0,9 years,Staff Accountant,14.21,Source Verified,credit_card,RENT,CA,921xx,3348.0,0.0,0.0,Sep-2002,0.0,17.0,0.0,0.0,2.0,9.0,30.0,5.0,21.0,0.0,100.0,1.0,1.0,11569.0,77.1%,0.0,56914.0,68000.0,53.0,56914.0,10300.0,,,,,,75961
Charged Off,522.42,14263.98,4912.01,0.0,8829.55,13000.0, 60 months, 14.46%,C4,305.6,Apr-2016,56500.0,10+ years,sales manager,13.77,Not Verified,debt_consolidation,RENT,PA,170xx,985.0,0.0,0.0,Jul-2001,2.0,15.0,0.0,2.0,4.0,8.0,2.0,14.0,20.0,0.0,100.0,0.0,0.0,12193.0,70.5%,0.0,14769.0,29050.0,22.0,14769.0,11100.0,,,,,,75962
Charged Off,731.8,3953.9,1044.14,0.0,2177.96,13425.0, 36 months, 14.46%,C4,461.84,Apr-2016,32000.0,< 1 year,Assistant Accountant,23.29,Source Verified,debt_consolidation,OWN,NJ,070xx,6458.0,0.0,0.0,Dec-2011,0.0,8.0,0.0,0.0,2.0,5.0,9.0,4.0,6.0,0.0,33.3,0.0,0.0,1773.0,41.2%,0.0,51662.0,61254.0,15.0,51662.0,3100.0,,,,,,75967
Charged Off,1216.77,8339.26,2077.79,0.0,5044.7,14000.0, 36 months, 13.67%,C3,476.25,Apr-2016,62000.0,10+ years,Nurse,18.2,Source Verified,debt_consolidation,MORTGAGE,NY,105xx,40893.0,0.0,0.0,Dec-1991,0.0,6.0,2.0,0.0,1.0,4.0,13.0,2.0,6.0,0.0,100.0,3.0,0.0,2583.0,95.7%,3.0,245358.0,261268.0,23.0,24511.0,2200.0,,,,,,75971
Charged Off,0.0,8020.29,1421.74,0.0,6598.55,12000.0, 36 months,  9.16%,B2,382.5,Apr-2016,50000.0,10+ years,Maintenence Supervisor,38.38,Source Verified,credit_card,MORTGAGE,TX,761xx,4025.0,0.0,0.0,Aug-2000,0.0,12.0,0.0,0.0,3.0,15.0,12.0,9.0,28.0,0.0,66.7,1.0,1.0,11024.0,73.5%,0.0,44280.0,59913.0,43.0,44280.0,8200.0,,,,,,75984
Fully Paid,0.0,27868.4913382136,2868.49,0.0,25000.0,25000.0, 36 months, 17.27%,D2,894.69,Apr-2016,51000.0,< 1 year,Registered Nurse,21.48,Source Verified,credit_card,MORTGAGE,WA,983xx,9259.0,0.0,0.0,Jun-1996,0.0,20.0,0.0,0.0,4.0,7.0,12.0,9.0,13.0,0.0,80.0,0.0,0.0,40939.0,93%,0.0,185173.0,204910.0,27.0,85377.0,21300.0,,,,,,63405
Charged Off,0.0,9210.97,4668.6,0.0,4542.37,23500.0, 60 months, 16.29%,D1,575.11,Apr-2016,50000.0,,,24.29,Verified,credit_card,OWN,MS,390xx,5528.0,0.0,0.0,Oct-2001,0.0,6.0,0.0,0.0,5.0,7.0,3.0,5.0,7.0,0.0,100.0,0.0,0.0,21901.0,92.8%,0.0,33166.0,43840.0,10.0,33166.0,23600.0,,,,,,75985
Charged Off,338.55,4410.41,554.63,0.0,3517.23,6000.0, 36 months,  6.97%,A3,185.19,Apr-2016,90000.0,9 years,Plant technician,16.59,Not Verified,home_improvement,RENT,NY,114xx,1610.0,1.0,0.0,Feb-1985,0.0,16.0,0.0,1.0,9.0,10.0,4.0,14.0,17.0,1.0,55.6,1.0,0.0,11981.0,54.5%,1.0,25766.0,46947.0,23.0,25766.0,13300.0,,,,,,75986
Charged Off,0.0,1443.82,756.19,0.0,687.63,12150.0, 36 months, 26.57%,F5,493.23,Apr-2016,40000.0,10+ years,Assistant General Merchandise,36.96,Not Verified,debt_consolidation,RENT,CO,800xx,3147.0,0.0,0.0,May-2004,0.0,15.0,1.0,0.0,5.0,5.0,15.0,8.0,10.0,0.0,60.0,1.0,1.0,8792.0,62.4%,0.0,44057.0,54804.0,25.0,44057.0,11900.0,,,,,,75994
Charged Off,666.2,3691.29,564.14,0.0,2460.95,7400.0, 36 months,  8.39%,B1,233.23,Apr-2016,45000.0,1 year,Gaming associate,18.93,Not Verified,debt_consolidation,RENT,CA,940xx,2126.0,1.0,0.0,Mar-2002,0.0,11.0,1.0,1.0,4.0,14.0,3.0,9.0,20.0,0.0,25.0,1.0,1.0,7284.0,48.6%,0.0,21264.0,32430.0,26.0,21264.0,11100.0,,,,,,76000
Charged Off,3694.12,16443.83,8728.81,0.0,4020.9,30000.0, 60 months, 25.88%,F4,896.09,Apr-2016,96000.0,3 years,Warehouse Supervisor,36.3,Source Verified,debt_consolidation,RENT,TX,770xx,4620.0,0.0,0.0,Oct-1992,0.0,14.0,0.0,1.0,4.0,7.0,14.0,13.0,14.0,0.0,33.3,0.0,0.0,26592.0,64.2%,0.0,64674.0,94018.0,28.0,64674.0,14800.0,,,,,,76001
Charged Off,4924.0,12258.2,2838.72,0.0,4495.48,15000.0, 60 months, 11.99%,C1,333.6,Apr-2016,50000.0,9 years,EMT,39.06,Verified,credit_card,RENT,FL,327xx,3111.0,0.0,0.0,Dec-2004,1.0,27.0,0.0,1.0,10.0,14.0,20.0,24.0,36.0,0.0,8.3,0.0,0.0,17132.0,23.2%,0.0,83990.0,153678.0,60.0,83990.0,32500.0,,,,,,76004
Charged Off,1359.77,4202.06,1615.31,0.0,1226.98,12425.0, 60 months, 18.25%,D3,317.21,Apr-2016,55000.0,4 years,DRIVER,14.27,Not Verified,debt_consolidation,RENT,MD,207xx,1808.0,0.0,0.0,Apr-2006,0.0,10.0,0.0,0.0,7.0,7.0,3.0,9.0,11.0,0.0,71.4,0.0,0.0,14242.0,75.5%,0.0,18077.0,23778.0,14.0,18077.0,15800.0,,,,,,76005
Charged Off,3611.8,36848.51,13680.93,0.0,19555.78,27900.0, 60 months, 18.25%,D3,712.28,Apr-2016,62000.0,,,24.18,Verified,major_purchase,MORTGAGE,IL,629xx,10659.0,0.0,0.0,Sep-1992,1.0,16.0,0.0,0.0,5.0,17.0,14.0,12.0,31.0,0.0,80.0,0.0,0.0,32164.0,52%,0.0,159886.0,196250.0,49.0,36584.0,19100.0,,,,,,76006
Fully Paid,0.0,5618.6402511182,618.64,0.0,5000.0,5000.0, 36 months,  8.39%,B1,157.59,Apr-2016,28200.0,3 years,Tax Preparee,8.13,Source Verified,credit_card,RENT,LA,706xx,768.0,0.0,0.0,Mar-2004,0.0,12.0,0.0,0.0,5.0,11.0,2.0,11.0,11.0,0.0,0.0,0.0,0.0,3155.0,8.1%,0.0,9211.0,46749.0,13.0,9211.0,38800.0,,,,,,81720
Charged Off,1937.3,13790.34,3515.39,0.0,8337.65,35000.0, 36 months, 13.67%,C3,1190.62,Apr-2016,75000.0,1 year,Suervisor,15.53,Source Verified,debt_consolidation,MORTGAGE,NY,145xx,11883.0,0.0,0.0,Jan-2007,1.0,11.0,0.0,0.0,4.0,5.0,7.0,8.0,9.0,0.0,20.0,0.0,0.0,8743.0,47.8%,0.0,118826.0,173084.0,18.0,29322.0,15300.0,,,,,,76012
Fully Paid,0.0,18086.214598137,4086.21,0.0,14000.0,14000.0, 60 months, 12.99%,C2,318.48,Apr-2016,58000.0,10+ years,Test Technician IV,29.39,Not Verified,credit_card,RENT,CA,921xx,4264.0,0.0,0.0,Jun-2002,1.0,10.0,0.0,0.0,1.0,2.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,12007.0,41%,0.0,42644.0,77179.0,21.0,42644.0,10000.0,,,,,,93087
Charged Off,0.0,14394.67,2967.1,0.0,11427.57,16000.0, 36 months, 11.99%,C1,531.36,Apr-2016,52000.0,< 1 year,Accounts Recieveable Analyst,43.61,Verified,debt_consolidation,RENT,TX,750xx,18144.0,0.0,0.0,Aug-1999,1.0,8.0,0.0,0.0,2.0,4.0,27.0,5.0,6.0,0.0,25.0,0.0,0.0,7032.0,17.7%,0.0,145148.0,193883.0,34.0,145148.0,38800.0,,,,,,76013
Charged Off,2638.61,22373.06,10865.37,0.0,8869.08,20000.0, 60 months, 23.13%,F1,565.31,Apr-2016,50215.0,4 years,Driver,28.49,Source Verified,debt_consolidation,RENT,UT,840xx,12409.0,1.0,0.0,Mar-1991,0.0,7.0,1.0,1.0,1.0,3.0,31.0,3.0,6.0,0.0,0.0,0.0,0.0,4762.0,63.5%,0.0,86860.0,90516.0,37.0,86860.0,6500.0,,,,,,76014
Charged Off,4567.0,11815.06,3887.09,0.0,3360.97,12750.0, 60 months, 18.99%,D4,330.68,Apr-2016,54000.0,5 years,Senior Account Manager,35.49,Not Verified,debt_consolidation,RENT,CA,914xx,6125.0,2.0,0.0,Aug-2004,2.0,33.0,0.0,0.0,4.0,8.0,30.0,9.0,18.0,0.0,0.0,0.0,0.0,8278.0,58.7%,0.0,183742.0,187257.0,48.0,183742.0,9700.0,,,,,,76016
Charged Off,1264.92,8978.41,3855.22,0.0,3858.27,12800.0, 60 months, 17.27%,D2,319.98,Apr-2016,59000.0,10+ years,Underwriter,37.9,Not Verified,debt_consolidation,RENT,CA,920xx,4950.0,0.0,0.0,Jun-2000,0.0,14.0,0.0,0.0,2.0,4.0,8.0,10.0,17.0,0.0,100.0,1.0,1.0,13517.0,62.9%,0.0,69295.0,107568.0,26.0,69295.0,6400.0,,,,,,76021
Charged Off,1310.35,6298.65,1935.06,16.3,3036.94,8775.0, 36 months, 19.99%,E1,326.07,Apr-2016,32200.0,,,20.09,Verified,debt_consolidation,RENT,MI,484xx,23855.0,0.0,0.0,Mar-2005,2.0,8.0,0.0,0.0,5.0,6.0,7.0,6.0,7.0,0.0,20.0,1.0,0.0,3729.0,28.9%,1.0,190842.0,207490.0,15.0,19872.0,9900.0,,,,,,76023
Charged Off,468.99,3368.78,1432.51,0.0,1467.28,12300.0, 36 months, 24.99%,F3,488.99,Apr-2016,83000.0,1 year,Mechanical Designer,18.8,Verified,house,RENT,AL,351xx,4114.0,0.0,0.0,Dec-2002,3.0,16.0,1.0,1.0,6.0,7.0,6.0,14.0,15.0,0.0,50.0,0.0,0.0,15881.0,78.2%,0.0,65827.0,75820.0,21.0,65827.0,11000.0,,,,,,76025
Charged Off,964.56,3691.0,1455.07,0.0,1271.37,16000.0, 60 months, 16.29%,D1,391.56,Apr-2016,56000.0,3 years,FINANCIAL ADVISOR,14.81,Source Verified,debt_consolidation,RENT,CO,809xx,3806.0,0.0,0.0,Sep-2004,0.0,8.0,0.0,0.0,5.0,6.0,6.0,7.0,10.0,0.0,80.0,0.0,0.0,16770.0,85.1%,0.0,30451.0,37172.0,16.0,30451.0,13800.0,,,,,,76026
Charged Off,203.47,4816.78,1060.37,0.0,3552.94,5000.0, 36 months, 13.67%,C3,170.09,Apr-2016,51000.0,5 years,Photographer Media Specialist,18.87,Source Verified,debt_consolidation,RENT,CA,934xx,2113.0,0.0,0.0,Jan-1999,1.0,11.0,1.0,0.0,4.0,7.0,1.0,10.0,12.0,0.0,20.0,0.0,0.0,11121.0,50.1%,0.0,23241.0,35200.0,14.0,23241.0,10400.0,,,,,,76033
Charged Off,2287.61,10088.83,3436.58,0.0,4364.64,25750.0, 36 months, 21.97%,E4,983.01,Apr-2016,56000.0,10+ years,LVN,36.58,Not Verified,debt_consolidation,RENT,CA,933xx,3464.0,0.0,0.0,Feb-1994,0.0,13.0,2.0,0.0,2.0,7.0,13.0,6.0,11.0,0.0,66.7,0.0,0.0,7604.0,62.3%,0.0,41568.0,76819.0,24.0,41568.0,11000.0,,,,,,76038
Charged Off,0.0,6547.79,1416.64,0.0,5131.15,10000.0, 36 months, 11.47%,B5,329.62,Apr-2016,38000.0,5 years,Chuck bone,8.15,Source Verified,credit_card,MORTGAGE,NE,688xx,1348.0,0.0,0.0,Oct-2006,0.0,8.0,0.0,1.0,5.0,8.0,3.0,8.0,10.0,0.0,14.3,0.0,0.0,10780.0,50.8%,0.0,10780.0,21200.0,13.0,10780.0,19800.0,,,,,,76893
Charged Off,1968.58,6369.33,1163.04,0.0,3237.71,12000.0, 36 months, 11.47%,B5,395.55,Apr-2016,110000.0,9 years,Trade Support Analyst,7.51,Source Verified,credit_card,RENT,NY,100xx,3200.0,0.0,0.0,Jul-2005,1.0,8.0,1.0,1.0,5.0,7.0,5.0,6.0,8.0,0.0,100.0,0.0,0.0,13531.0,77.3%,0.0,25596.0,48290.0,13.0,25596.0,12500.0,,,,,,76896
Charged Off,0.0,5620.15,3533.96,0.0,2086.19,35000.0, 60 months, 21.18%,E3,950.42,Apr-2016,85000.0,6 years,Manager,6.97,Source Verified,debt_consolidation,RENT,NY,100xx,4998.0,0.0,0.0,Nov-2006,1.0,8.0,0.0,0.0,7.0,13.0,1.0,8.0,13.0,0.0,0.0,0.0,0.0,39986.0,52.2%,0.0,39986.0,76600.0,14.0,39986.0,76600.0,,,,,,76901
Charged Off,1565.0,9856.08,2057.7,16.51,6216.87,9600.0, 36 months, 14.46%,C4,330.26,Apr-2016,32680.0,,,38.93,Verified,credit_card,OWN,PA,170xx,2669.0,0.0,0.0,Aug-2008,0.0,12.0,3.0,0.0,3.0,3.0,6.0,8.0,8.0,0.0,100.0,0.0,0.0,9633.0,79%,0.0,32033.0,45996.0,14.0,32033.0,6500.0,,,,,,77690
Charged Off,578.03,1175.79,181.72,0.0,416.04,6000.0, 36 months, 12.99%,C2,202.14,Apr-2016,66000.0,10+ years,Administration ,7.53,Verified,other,MORTGAGE,FL,342xx,25328.0,0.0,0.0,Aug-2001,0.0,6.0,1.0,0.0,2.0,3.0,1.0,4.0,6.0,0.0,50.0,0.0,0.0,13964.0,76.7%,0.0,126641.0,132550.0,8.0,19098.0,15000.0,,,,,,77699
Charged Off,2332.0,4078.94,391.17,0.0,1355.77,5600.0, 36 months,  5.32%,A1,168.65,Apr-2016,21500.0,10+ years,Patient Transporter,16.75,Not Verified,debt_consolidation,RENT,NC,270xx,635.0,0.0,0.0,May-2001,0.0,9.0,0.0,0.0,3.0,9.0,1.0,9.0,16.0,0.0,0.0,0.0,0.0,5715.0,15.2%,0.0,5715.0,37700.0,17.0,5715.0,23700.0,,,,,,77700
Charged Off,1096.6,12353.93,2852.78,75.0,8329.55,16125.0, 36 months, 15.31%,C5,561.43,Apr-2016,95000.0,3 years,CT Supervisor,19.8,Source Verified,debt_consolidation,MORTGAGE,NC,278xx,3494.0,2.0,0.0,Nov-1999,1.0,28.0,1.0,0.0,11.0,15.0,18.0,18.0,25.0,0.0,90.9,0.0,0.0,21648.0,61%,0.0,97826.0,141608.0,45.0,53639.0,13300.0,,,,,,77701
Charged Off,111.4,9030.99,1651.86,0.0,7267.73,9000.0, 36 months, 11.99%,C1,298.89,Apr-2016,38000.0,10+ years,Administrative Associate Sr,27.7,Verified,debt_consolidation,MORTGAGE,KS,660xx,3144.0,0.0,0.0,Mar-1982,3.0,16.0,0.0,0.0,4.0,6.0,4.0,15.0,19.0,0.0,100.0,0.0,0.0,17463.0,62%,0.0,50318.0,90250.0,24.0,17463.0,8500.0,,,,,,77702
Charged Off,0.0,1107.61,363.47,0.0,744.14,6500.0, 36 months, 14.46%,C4,223.61,Apr-2016,82000.0,10+ years,Teacher,15.21,Source Verified,medical,MORTGAGE,OH,454xx,14191.0,1.0,0.0,Jan-1999,3.0,30.0,2.0,1.0,3.0,20.0,32.0,24.0,55.0,0.0,11.1,0.0,0.0,25338.0,32.6%,0.0,354776.0,441454.0,91.0,105552.0,30500.0,,,,,,77704
Charged Off,1895.0,9889.77,1985.06,0.0,6009.71,10000.0, 36 months, 15.31%,C5,348.18,Apr-2016,30000.0,4 years,LIAISON,24.4,Verified,other,RENT,CA,945xx,2918.0,0.0,0.0,Jul-2008,0.0,10.0,1.0,0.0,3.0,6.0,3.0,9.0,11.0,0.0,0.0,0.0,0.0,9762.0,37%,0.0,29177.0,46020.0,14.0,29177.0,15100.0,,,,,,77708
Charged Off,979.76,30749.14,6685.81,70.78,23012.79,35000.0, 60 months,  7.89%,A5,707.84,Apr-2016,120000.0,4 years,project mgr,21.43,Source Verified,debt_consolidation,MORTGAGE,MA,010xx,12531.0,0.0,0.0,Feb-1994,1.0,21.0,0.0,0.0,6.0,10.0,11.0,16.0,27.0,0.0,0.0,0.0,0.0,99801.0,26.3%,0.0,250611.0,386253.0,39.0,143508.0,86800.0,,,,,,77715
Charged Off,1015.0,5739.99,1101.95,15.0,3608.04,6000.0, 36 months, 11.99%,C1,199.26,Apr-2016,62000.0,10+ years,Petty Officer,22.86,Source Verified,vacation,RENT,CA,921xx,4527.0,0.0,0.0,Aug-2001,3.0,11.0,1.0,0.0,5.0,21.0,17.0,8.0,32.0,0.0,100.0,1.0,1.0,17893.0,64%,0.0,45271.0,65974.0,49.0,45271.0,19900.0,,,,,,77720
Charged Off,261.71,2292.07,569.61,0.0,1460.75,5500.0, 36 months, 12.99%,C2,185.3,Apr-2016,28110.0,5 years,food service,38.04,Source Verified,debt_consolidation,OWN,PA,156xx,9898.0,3.0,0.0,Nov-2002,1.0,10.0,1.0,0.0,1.0,6.0,19.0,6.0,13.0,0.0,100.0,0.0,0.0,3257.0,45.2%,0.0,98976.0,98752.0,32.0,98976.0,2000.0,,,,,,77722
Charged Off,0.0,28194.85,4830.7,0.0,23364.15,25000.0, 36 months, 11.99%,C1,830.24,Apr-2016,110000.0,2 years,Benefit Analyst,20.87,Not Verified,home_improvement,OWN,VA,201xx,2386.0,0.0,0.0,Apr-2002,0.0,18.0,1.0,0.0,7.0,11.0,3.0,15.0,22.0,0.0,62.5,1.0,1.0,18321.0,62.5%,0.0,42945.0,77440.0,28.0,42945.0,18100.0,,,,,,77724
Charged Off,4906.22,12491.73,2094.58,97.08,5393.85,16000.0, 60 months,  7.89%,A5,323.59,Apr-2016,105000.0,10+ years,Master Technician,24.05,Source Verified,debt_consolidation,MORTGAGE,NC,281xx,18303.0,0.0,0.0,Aug-2003,0.0,11.0,1.0,0.0,0.0,7.0,19.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,0%,0.0,201334.0,247887.0,33.0,76091.0,8400.0,,,,,,77736
Charged Off,1690.96,9427.65,3221.53,0.0,4515.16,30000.0, 36 months, 19.99%,E1,1114.76,Apr-2016,80000.0,10+ years,Flight Attendant,27.53,Source Verified,debt_consolidation,RENT,HI,968xx,5399.0,0.0,0.0,Dec-1988,1.0,12.0,1.0,0.0,7.0,15.0,3.0,10.0,20.0,0.0,62.5,0.0,0.0,42712.0,68.8%,0.0,64789.0,94734.0,23.0,64789.0,59400.0,,,,,,77685
Charged Off,358.94,1396.52,397.39,0.0,640.19,3600.0, 36 months, 18.25%,D3,130.61,Apr-2016,33000.0,4 years,Support Manager,15.96,Not Verified,credit_card,RENT,CO,801xx,2952.0,0.0,0.0,Jan-2004,1.0,6.0,2.0,0.0,2.0,5.0,5.0,5.0,8.0,0.0,0.0,1.0,1.0,523.0,5.9%,0.0,17712.0,27623.0,14.0,17712.0,7600.0,,,,,,77739
Charged Off,0.0,1664.8,473.42,0.0,1191.38,8500.0, 36 months, 18.25%,D3,308.37,Apr-2016,25000.0,8 years,Deli Manager,19.4,Source Verified,debt_consolidation,RENT,MI,495xx,987.0,0.0,0.0,Jul-2006,0.0,9.0,0.0,0.0,2.0,8.0,2.0,8.0,12.0,0.0,50.0,0.0,0.0,7181.0,72.5%,0.0,8884.0,14295.0,14.0,8884.0,5200.0,,,,,,77753
Charged Off,0.0,3357.63,928.58,0.0,2429.05,10000.0, 36 months, 11.99%,C1,332.1,Apr-2016,30500.0,,,15.86,Source Verified,debt_consolidation,MORTGAGE,MA,010xx,1581.0,0.0,0.0,Apr-1994,0.0,9.0,1.0,0.0,5.0,7.0,8.0,8.0,14.0,0.0,100.0,1.0,1.0,8687.0,75.5%,0.0,14228.0,17500.0,23.0,14228.0,8500.0,,,,,,77756
Charged Off,2967.0,7438.36,1107.87,0.0,3363.49,9000.0, 36 months, 11.99%,C1,298.89,Apr-2016,40000.0,7 years,Court Compliance Officer,26.82,Not Verified,medical,RENT,NM,877xx,3015.0,0.0,0.0,Feb-2006,1.0,11.0,0.0,0.0,3.0,4.0,6.0,9.0,12.0,0.0,66.7,0.0,0.0,6436.0,48%,0.0,30150.0,54439.0,18.0,30150.0,9200.0,,,,,,77769
Charged Off,379.24,1619.18,484.82,0.0,755.12,5750.0, 36 months, 18.25%,D3,208.6,Apr-2016,18000.0,10+ years,Sales Associate ,12.6,Source Verified,credit_card,RENT,NY,113xx,1592.0,0.0,0.0,Jun-2012,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,5.0,0.0,50.0,0.0,0.0,6368.0,66.3%,0.0,6368.0,9600.0,5.0,6368.0,6900.0,,,,,,77773
Charged Off,0.0,919.6,167.56,30.12,721.92,10000.0, 36 months,  5.32%,A1,301.15,Apr-2016,50000.0,10+ years,Owner,5.01,Not Verified,debt_consolidation,MORTGAGE,MN,554xx,42499.0,1.0,0.0,Apr-1995,1.0,6.0,0.0,1.0,2.0,6.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,7239.0,11%,0.0,254994.0,358573.0,14.0,7239.0,62800.0,,,,,,77780
Charged Off,200.0,9235.77,2610.06,0.0,6425.71,28000.0, 60 months,  7.89%,A5,566.27,Apr-2016,65000.0,10+ years,Supervisor,17.8,Not Verified,debt_consolidation,RENT,NY,104xx,5471.0,0.0,0.0,Oct-2000,1.0,24.0,0.0,2.0,6.0,17.0,21.0,14.0,26.0,0.0,0.0,0.0,0.0,11577.0,27.8%,0.0,114890.0,126220.0,47.0,114890.0,33100.0,,,,,,77797
Charged Off,1142.51,4482.59,1003.59,0.0,2336.49,20000.0, 36 months, 12.99%,C2,673.79,Apr-2016,63000.0,3 years,Loan processor,24.13,Source Verified,debt_consolidation,MORTGAGE,WA,992xx,21845.0,0.0,0.0,Dec-1988,1.0,12.0,0.0,2.0,6.0,6.0,8.0,10.0,13.0,0.0,100.0,0.0,0.0,19754.0,83%,0.0,240296.0,253118.0,28.0,22746.0,17900.0,,,,,,77812
